EOM_DT,MF_NM,MF_CLASS,ASSET_CLASS,CHANNEL,ACCT_TYP,PROGRAM,LEGACY_PROGRAM,RET_ACCT_TYPE,POS_MKT_VAL,POSITION_COUNT,Is_it_a_MF,Rec,ACL,Fund_ID,Brand,Mstar_Cat,US_cat
2025-06-30,FRANKLIN TEMPLETON Value Fund INST,INST,Bond Fund,WFAS,ADVISORY,ADVISORY,CUSTOMCHOICE,NON-RETIREMENT,433912296.23,32,N,N,Y,FSINV8HE3N,Franklin Templeton,US Fund Large Value,US Fund Large Value
2025-06-30,INVESCO Bond Fund A,A,Balanced Fund,WBS,BROKERAGE,BROKERAGE,FUNDSOURCE,IRA,189414743.63,68,Y,Y,N,FSCAPRK315,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-04-30,INVESCO Bond Fund INST,INST,Alternative Fund,WFAS,ADVISORY,ADVISORY,CUSTOMCHOICE,SIM,33749519.31,212,Y,Y,Y,FSINV30AHC,Invesco,US Fund High Yield Bond,US Fund High Yield Bond
2025-07-31,VANGUARD Bond Fund A,A,Equity Fund,PCG,ADVISORY,ADVISORY,CUSTOMCHOICE,IRA,104892975.38,358,Y,Y,Y,FSC4693666,Vanguard,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-09-30,MFS Blend Fund A,A,Money Market Fund,PCG,BROKERAGE,BROKERAGE,FC/QC,IRA,159509027.73,452,Y,Y,Y,FSCAPO8FAQ,MFS,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-07-31,MFS Bond Fund C,C,Balanced Fund,PCG,ADVISORY,ADVISORY,MASTERS,IRA,261466524.21,15,Y,N,Y,FSUSAR848N,MFS,US Fund Multisector Bond,US Fund Multisector Bond
2025-06-30,FRANKLIN TEMPLETON Blend Fund C,C,Alternative Fund,WFAS,ADVISORY,ADVISORY,FC/QC,SIM,292020643.14,467,Y,N,Y,FSC8379085,Franklin Templeton,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-10-31,DWS FUNDS Blend Fund INV,INV,Balanced Fund,FINET,BROKERAGE,BROKERAGE,CUSTOMCHOICE,QP,250775689.72,81,N,N,N,FSINVF3PFW,DWS,US Fund Large Blend,US Fund Large Blend
2026-03-31,T ROWE PRICE Estate Fund S,S,Bond Fund,PCG,ADVISORY,ADVISORY,ASSET ADVISOR,NON-RETIREMENT,419875553.67,86,Y,Y,N,FSINVOVNZB,T. Rowe Price,US Fund Real Estate,US Fund Real Estate
2025-02-28,VANGUARD Allocation Fund INV,INV,Bond Fund,FINET,BROKERAGE,BROKERAGE,FUNDSOURCE,NON-RETIREMENT,458986185.8,107,Y,N,Y,FSUSAMIGJS,Vanguard,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-03-31,FRANKLIN TEMPLETON Growth Fund INST,INST,Alternative Fund,WFAS,BROKERAGE,BROKERAGE,PERSONALIZED UMA,QP,194630020.0,219,Y,N,Y,FSUSA9SEXI,Franklin Templeton,US Fund Small Growth,US Fund Small Growth
2025-08-31,FIDELITY Bond Fund INST,INST,Money Market Fund,WBS,ADVISORY,ADVISORY,BROKERAGE,NON-RETIREMENT,74814135.74,259,N,Y,Y,FSINVQUXZJ,Fidelity,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-08-31,BLACKROCK Value Fund C,C,Equity Fund,WFAS,BROKERAGE,BROKERAGE,FC/QC,NON-RETIREMENT,332935748.93,117,Y,Y,Y,FSINVW6LMH,BlackRock,US Fund Large Value,US Fund Large Value
2025-08-31,AMERICAN FUNDS Bond Fund A,A,Bond Fund,WFAS,ADVISORY,ADVISORY,FUNDSOURCE,NON-RETIREMENT,429396257.73,436,Y,Y,Y,FSUSA1CZS7,capital group,US Fund High Yield Bond,US Fund High Yield Bond
2025-01-31,LORD ABBETT Blend Fund INST,INST,International Equity Fund,PCG,ADVISORY,ADVISORY,PIM,QP,234934640.02,32,Y,N,Y,FSINVDZ4HR,Lord Abbett,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-03-31,CAPITAL GROUP Blend Fund A,A,Money Market Fund,WFAS,ADVISORY,ADVISORY,BROKERAGE,SEP,354607434.59,404,Y,N,N,FSUSAYANEZ,capital group,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-06-30,JPMORGAN Bond Fund A,A,International Equity Fund,WFAS,ADVISORY,ADVISORY,FUNDSOURCE,QP,397892108.79,457,Y,Y,Y,FSCAP0TE0V,JPMorgan,US Fund Multisector Bond,US Fund Multisector Bond
2025-02-28,PIMCO Bond Fund S,S,International Equity Fund,WFAS,ADVISORY,ADVISORY,ASSET ADVISOR,SEP,394368050.26,216,Y,N,Y,FSCAP7M9HW,PIMCO,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-04-30,VANGUARD Allocation Fund INV,INV,Balanced Fund,WFAS,ADVISORY,ADVISORY,FC/QC,QP,5129094.11,494,N,Y,N,FSUSAMIGJS,Vanguard,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-12-31,PIMCO Blend Fund A,A,Bond Fund,WBS,BROKERAGE,BROKERAGE,FUNDSOURCE,NON-RETIREMENT,355852164.34,320,Y,N,Y,FSCAPPXIH2,PIMCO,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-10-31,AMERICAN FUNDS Growth Fund A,A,Alternative Fund,WBS,ADVISORY,ADVISORY,PERSONALIZED UMA,IRA,5333194.87,435,Y,Y,Y,FSCAPBLFOC,capital group,US Fund Large Growth,US Fund Large Growth
2025-06-30,PIMCO Blend Fund A,A,Balanced Fund,WBS,ADVISORY,ADVISORY,CUSTOMCHOICE,SIM,137329725.03,250,Y,Y,Y,FSCAPPXIH2,PIMCO,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-01-31,LORD ABBETT Estate Fund A,A,Equity Fund,WFAS,ADVISORY,ADVISORY,FUNDSOURCE,NON-RETIREMENT,287981519.14,15,Y,Y,N,FSINVN2N0F,Lord Abbett,US Fund Real Estate,US Fund Real Estate
2025-02-28,INVESCO Allocation Fund A,A,International Equity Fund,PCG,BROKERAGE,BROKERAGE,FUNDSOURCE,NON-RETIREMENT,177959062.19,282,Y,Y,N,FSC8043975,Invesco,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-01-31,INVESCO Bond Fund C,C,Equity Fund,PCG,ADVISORY,ADVISORY,PIM,NON-RETIREMENT,103392689.93,144,Y,Y,Y,FSUSAFVJ1Z,Invesco,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-03-31,DWS FUNDS Bond Fund A,A,Bond Fund,WBS,BROKERAGE,BROKERAGE,PERSONALIZED UMA,IRA,498992340.16,475,Y,Y,Y,FSCAPZUVDG,DWS,US Fund High Yield Bond,US Fund High Yield Bond
2025-08-31,AMERICAN FUNDS Bond Fund A,A,Balanced Fund,WBS,BROKERAGE,BROKERAGE,PIM,SIM,170346269.49,176,Y,Y,Y,FSUSA1CZS7,capital group,US Fund High Yield Bond,US Fund High Yield Bond
2025-06-30,BLACKROCK Bond Fund INST,INST,Alternative Fund,PCG,BROKERAGE,BROKERAGE,FC/QC,NON-RETIREMENT,281594351.23,324,Y,Y,Y,FSC6963457,BlackRock,US Fund High Yield Bond,US Fund High Yield Bond
2026-03-31,BLACKROCK Allocation Fund INST,INST,Balanced Fund,PCG,ADVISORY,ADVISORY,CUSTOMCHOICE,SEP,65534180.06,437,Y,Y,N,FSCAPJJ3ZW,BlackRock,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-08-31,CAPITAL GROUP Blend Fund INST,INST,Alternative Fund,FINET,BROKERAGE,BROKERAGE,CUSTOMCHOICE,IRA,197209076.75,161,Y,Y,Y,FSC7363842,capital group,US Fund Small Blend,US Fund Small Blend
2025-02-28,FIDELITY Bond Fund INST,INST,Money Market Fund,WFAS,ADVISORY,ADVISORY,MASTERS,SEP,159868737.28,31,Y,Y,N,FSINVQUXZJ,Fidelity,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-08-31,FIDELITY Bond Fund A,A,Balanced Fund,FINET,BROKERAGE,BROKERAGE,PERSONALIZED UMA,NON-RETIREMENT,12909032.66,375,Y,Y,N,FSUSAP0XJP,Fidelity,US Fund Multisector Bond,US Fund Multisector Bond
2026-02-28,NUVEEN Blend Fund A,A,Bond Fund,FINET,BROKERAGE,BROKERAGE,CUSTOMCHOICE,IRA,392897663.5,378,N,N,Y,FSUSAGQ1Y8,Nuveen,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-10-31,FRANKLIN TEMPLETON Blend Fund C,C,Bond Fund,FINET,ADVISORY,ADVISORY,MASTERS,IRA,287958464.65,47,Y,N,N,FSC8379085,Franklin Templeton,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-06-30,LORD ABBETT Blend Fund INST,INST,Balanced Fund,FINET,BROKERAGE,BROKERAGE,PERSONALIZED UMA,QP,158526397.73,291,Y,Y,N,FSINVDZ4HR,Lord Abbett,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-10-31,CAPITAL GROUP Bond Fund INST,INST,Alternative Fund,PCG,BROKERAGE,BROKERAGE,FUNDSOURCE,NON-RETIREMENT,162492499.15,209,Y,Y,Y,FSINV6Z5AS,capital group,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-04-30,FIRST EAGLE Growth Fund INST,INST,Alternative Fund,FINET,BROKERAGE,BROKERAGE,FUNDSOURCE,SEP,400532278.55,364,Y,Y,Y,FSUSAUK54B,First Eagle,US Fund Small Growth,US Fund Small Growth
2025-07-31,FIDELITY Blend Fund A,A,Money Market Fund,WFAS,BROKERAGE,BROKERAGE,FC/QC,IRA,92860462.72,123,Y,Y,Y,FSUSA4BHGL,Fidelity,US Fund Small Blend,US Fund Small Blend
2025-01-31,VANGUARD Growth Fund A,A,Alternative Fund,FINET,BROKERAGE,BROKERAGE,FUNDSOURCE,QP,41837323.21,115,Y,Y,N,FSCAP3Y8BT,Vanguard,US Fund Large Growth,US Fund Large Growth
2025-01-31,T ROWE PRICE Blend Fund A,A,International Equity Fund,WBS,ADVISORY,ADVISORY,BROKERAGE,QP,272540610.55,271,Y,Y,Y,FSUSA99GZA,T. Rowe Price,US Fund Small Blend,US Fund Small Blend
2026-01-31,CAPITAL GROUP Growth Fund A,A,International Equity Fund,PCG,ADVISORY,ADVISORY,ASSET ADVISOR,QP,434436368.67,19,Y,Y,Y,FSINV8R1QP,capital group,US Fund Small Growth,US Fund Small Growth
2025-07-31,LORD ABBETT Bond Fund A,A,Alternative Fund,FINET,BROKERAGE,BROKERAGE,FUNDSOURCE,IRA,221162217.49,78,Y,Y,N,FSC2646842,Lord Abbett,US Fund High Yield Bond,US Fund High Yield Bond
2025-08-31,FRANKLIN TEMPLETON Bond Fund INST,INST,Alternative Fund,PCG,ADVISORY,ADVISORY,ASSET ADVISOR,SIM,42583815.42,440,Y,Y,N,FSINVCNRVP,Franklin Templeton,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-10-31,FIRST EAGLE Bond Fund A,A,Money Market Fund,WBS,ADVISORY,ADVISORY,MASTERS,IRA,160563667.86,444,Y,Y,Y,FSUSAMFLIX,First Eagle,US Fund Multisector Bond,US Fund Multisector Bond
2025-01-31,FIRST EAGLE Estate Fund INST,INST,Balanced Fund,WFAS,BROKERAGE,BROKERAGE,MASTERS,QP,183971526.48,15,N,Y,N,FSUSAS7SPG,First Eagle,US Fund Real Estate,US Fund Real Estate
2026-01-31,INVESCO Bond Fund A,A,Alternative Fund,PCG,ADVISORY,ADVISORY,PERSONALIZED UMA,SIM,173408882.66,361,Y,N,Y,FSC9366170,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-04-30,VANGUARD Growth Fund A,A,Alternative Fund,PCG,ADVISORY,ADVISORY,FUNDSOURCE,IRA,197217250.62,428,Y,Y,Y,FSCAP3Y8BT,Vanguard,US Fund Large Growth,US Fund Large Growth
2025-02-28,INVESCO Bond Fund C,C,Alternative Fund,WFAS,BROKERAGE,BROKERAGE,BROKERAGE,SEP,385283081.25,354,Y,N,N,FSUSAFVJ1Z,Invesco,US Fund Short-Term Bond,US Fund Short-Term Bond
2026-01-31,NUVEEN Blend Fund A,A,Bond Fund,FINET,BROKERAGE,BROKERAGE,BROKERAGE,SIM,199498743.55,237,Y,Y,Y,FSUSAGQ1Y8,Nuveen,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2026-03-31,FRANKLIN TEMPLETON Bond Fund INST,INST,Money Market Fund,WFAS,ADVISORY,ADVISORY,FC/QC,QP,122819925.56,367,Y,N,Y,FSINVCNRVP,Franklin Templeton,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-01-31,INVESCO Blend Fund A,A,Alternative Fund,PCG,ADVISORY,ADVISORY,PIM,QP,409405161.21,401,Y,Y,N,FSINVZILDX,Invesco,US Fund Large Blend,US Fund Large Blend
2025-11-30,JPMORGAN Growth Fund INV,INV,Bond Fund,WBS,ADVISORY,ADVISORY,CUSTOMCHOICE,NON-RETIREMENT,149157334.19,433,Y,N,Y,FSINVVT0VG,JPMorgan,US Fund Large Growth,US Fund Large Growth
2026-01-31,NUVEEN Estate Fund A,A,Alternative Fund,PCG,ADVISORY,ADVISORY,FUNDSOURCE,QP,437642021.95,88,Y,Y,Y,FSCAP9SFEF,Nuveen,US Fund Real Estate,US Fund Real Estate
2025-08-31,BLACKROCK Blend Fund INST,INST,Balanced Fund,WBS,ADVISORY,ADVISORY,CUSTOMCHOICE,SEP,275227294.29,173,Y,Y,N,FSUSA4B2GI,BlackRock,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-04-30,FIRST EAGLE Growth Fund INST,INST,International Equity Fund,PCG,BROKERAGE,BROKERAGE,FC/QC,IRA,481929441.32,471,Y,N,Y,FSUSAUK54B,First Eagle,US Fund Small Growth,US Fund Small Growth
2025-07-31,INVESCO Bond Fund INST,INST,Bond Fund,WBS,ADVISORY,ADVISORY,PERSONALIZED UMA,NON-RETIREMENT,198219811.69,289,Y,Y,N,FSINV30AHC,Invesco,US Fund High Yield Bond,US Fund High Yield Bond
2025-01-31,NUVEEN Estate Fund A,A,Money Market Fund,FINET,ADVISORY,ADVISORY,MASTERS,SIM,182077908.99,160,Y,N,Y,FSCAP9SFEF,Nuveen,US Fund Real Estate,US Fund Real Estate
2025-12-31,FIDELITY Blend Fund C,C,Equity Fund,FINET,ADVISORY,ADVISORY,FC/QC,NON-RETIREMENT,245572336.73,46,Y,Y,Y,FSUSAVKKPF,Fidelity,US Fund Large Blend,US Fund Large Blend
2025-06-30,JPMORGAN Bond Fund A,A,Money Market Fund,WBS,BROKERAGE,BROKERAGE,FC/QC,IRA,60958046.02,184,Y,Y,Y,FSCAP0TE0V,JPMorgan,US Fund Multisector Bond,US Fund Multisector Bond
2025-05-31,BLACKROCK Value Fund C,C,Bond Fund,PCG,BROKERAGE,BROKERAGE,ASSET ADVISOR,SEP,355684070.11,360,Y,Y,Y,FSINVW6LMH,BlackRock,US Fund Large Value,US Fund Large Value
2025-02-28,AMERICAN FUNDS Bond Fund INST,INST,Equity Fund,PCG,ADVISORY,ADVISORY,FUNDSOURCE,SIM,38110196.92,265,Y,Y,Y,FSC0723107,capital group,US Fund High Yield Bond,US Fund High Yield Bond
2025-06-30,JPMORGAN Bond Fund A,A,Money Market Fund,FINET,ADVISORY,ADVISORY,PIM,SEP,87766199.06,204,Y,Y,Y,FSCAP0TE0V,JPMorgan,US Fund Multisector Bond,US Fund Multisector Bond
2026-03-31,DWS FUNDS Allocation Fund A,A,Bond Fund,FINET,BROKERAGE,BROKERAGE,PERSONALIZED UMA,SIM,44797951.16,137,Y,Y,N,FSCAPPGOXS,DWS,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-11-30,BLACKROCK Value Fund C,C,Balanced Fund,PCG,BROKERAGE,BROKERAGE,PIM,SIM,393975242.19,15,Y,N,N,FSINVW6LMH,BlackRock,US Fund Large Value,US Fund Large Value
2025-10-31,FIRST EAGLE Bond Fund A,A,Bond Fund,FINET,BROKERAGE,BROKERAGE,CUSTOMCHOICE,SIM,387729384.72,490,Y,Y,Y,FSUSAMFLIX,First Eagle,US Fund Multisector Bond,US Fund Multisector Bond
2026-03-31,INVESCO Bond Fund A,A,Equity Fund,PCG,ADVISORY,ADVISORY,PERSONALIZED UMA,NON-RETIREMENT,195319903.31,272,Y,Y,Y,FSC9366170,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-10-31,CAPITAL GROUP Blend Fund INST,INST,Money Market Fund,FINET,ADVISORY,ADVISORY,BROKERAGE,QP,96879663.02,16,Y,Y,Y,FSC7363842,capital group,US Fund Small Blend,US Fund Small Blend
2025-01-31,MFS Blend Fund C,C,Money Market Fund,PCG,ADVISORY,ADVISORY,MASTERS,IRA,120312014.47,418,Y,Y,Y,FSC8686926,MFS,US Fund Small Blend,US Fund Small Blend
2026-02-28,INVESCO Bond Fund A,A,Money Market Fund,PCG,ADVISORY,ADVISORY,CUSTOMCHOICE,SIM,463979879.67,170,Y,Y,N,FSC9366170,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-05-31,NUVEEN Value Fund INV,INV,Balanced Fund,WBS,BROKERAGE,BROKERAGE,MASTERS,SEP,306547698.43,199,Y,Y,Y,FSC8073988,Nuveen,US Fund Large Value,US Fund Large Value
2025-12-31,T ROWE PRICE Bond Fund C,C,Alternative Fund,WBS,BROKERAGE,BROKERAGE,PIM,SIM,65258784.73,176,Y,Y,Y,FSINV5AYKJ,T. Rowe Price,US Fund Short-Term Bond,US Fund Short-Term Bond
2026-03-31,INVESCO Bond Fund A,A,Alternative Fund,WFAS,BROKERAGE,BROKERAGE,ASSET ADVISOR,SIM,102386600.12,157,Y,Y,Y,FSCAPRK315,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-10-31,VANGUARD Bond Fund INV,INV,Equity Fund,PCG,ADVISORY,ADVISORY,FC/QC,NON-RETIREMENT,275423862.97,422,Y,Y,Y,FSUSAF3MVF,Vanguard,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-08-31,BLACKROCK Value Fund C,C,Alternative Fund,FINET,BROKERAGE,BROKERAGE,BROKERAGE,IRA,45294190.13,7,Y,N,Y,FSINVHB0YI,BlackRock,US Fund Large Value,US Fund Large Value
2025-05-31,FIDELITY Blend Fund A,A,Money Market Fund,PCG,BROKERAGE,BROKERAGE,ASSET ADVISOR,NON-RETIREMENT,20525008.26,139,Y,N,N,FSUSA4BHGL,Fidelity,US Fund Small Blend,US Fund Small Blend
2025-09-30,CAPITAL GROUP Growth Fund A,A,Balanced Fund,FINET,ADVISORY,ADVISORY,CUSTOMCHOICE,NON-RETIREMENT,156723955.2,180,Y,N,N,FSINV8R1QP,capital group,US Fund Small Growth,US Fund Small Growth
2025-04-30,AMERICAN FUNDS Growth Fund A,A,Alternative Fund,WBS,BROKERAGE,BROKERAGE,PERSONALIZED UMA,SEP,429729662.46,338,Y,N,Y,FSCAPBLFOC,capital group,US Fund Large Growth,US Fund Large Growth
2025-01-31,LORD ABBETT Estate Fund A,A,Balanced Fund,WBS,BROKERAGE,BROKERAGE,FC/QC,SEP,318624983.32,487,Y,Y,Y,FSINVN2N0F,Lord Abbett,US Fund Real Estate,US Fund Real Estate
2025-09-30,VANGUARD Growth Fund C,C,Equity Fund,FINET,ADVISORY,ADVISORY,PERSONALIZED UMA,IRA,337584131.0,268,Y,Y,N,FSCAP2IIZJ,Vanguard,US Fund Large Growth,US Fund Large Growth
2025-08-31,VANGUARD Growth Fund A,A,Money Market Fund,PCG,BROKERAGE,BROKERAGE,ASSET ADVISOR,IRA,150383348.85,206,Y,Y,Y,FSCAP853QJ,Vanguard,US Fund Large Growth,US Fund Large Growth
2025-10-31,PIMCO Bond Fund S,S,International Equity Fund,PCG,BROKERAGE,BROKERAGE,PERSONALIZED UMA,SEP,400132195.57,89,Y,Y,N,FSCAP7M9HW,PIMCO,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-12-31,NUVEEN Growth Fund S,S,International Equity Fund,FINET,BROKERAGE,BROKERAGE,PIM,NON-RETIREMENT,120625653.37,370,Y,N,Y,FSCAPUT3V8,Nuveen,US Fund Small Growth,US Fund Small Growth
2025-08-31,INVESCO Allocation Fund A,A,International Equity Fund,WBS,ADVISORY,ADVISORY,ASSET ADVISOR,NON-RETIREMENT,170351442.19,89,Y,Y,Y,FSC8043975,Invesco,US Fund Tactical Allocation,US Fund Tactical Allocation
2026-02-28,T ROWE PRICE Blend Fund A,A,Bond Fund,WFAS,ADVISORY,ADVISORY,FC/QC,SIM,285897038.24,300,Y,Y,Y,FSUSA99GZA,T. Rowe Price,US Fund Small Blend,US Fund Small Blend
2025-03-31,DWS FUNDS Bond Fund A,A,Alternative Fund,PCG,ADVISORY,ADVISORY,FUNDSOURCE,QP,496375771.28,425,Y,N,Y,FSCAPZUVDG,DWS,US Fund High Yield Bond,US Fund High Yield Bond
2025-05-31,NUVEEN Blend Fund INV,INV,International Equity Fund,WFAS,ADVISORY,ADVISORY,CUSTOMCHOICE,IRA,384279554.24,1,Y,Y,N,FSUSALNO19,Nuveen,US Fund Small Blend,US Fund Small Blend
2025-01-31,INVESCO Bond Fund A,A,Equity Fund,FINET,BROKERAGE,BROKERAGE,PERSONALIZED UMA,IRA,405380768.39,250,Y,Y,Y,FSC9366170,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2026-03-31,INVESCO Bond Fund A,A,International Equity Fund,FINET,BROKERAGE,BROKERAGE,FUNDSOURCE,NON-RETIREMENT,18340398.53,410,Y,N,Y,FSCAPRK315,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-04-30,MFS Bond Fund C,C,Bond Fund,PCG,ADVISORY,ADVISORY,FC/QC,SIM,361282048.22,277,Y,Y,Y,FSUSAR848N,MFS,US Fund Multisector Bond,US Fund Multisector Bond
2025-07-31,BLACKROCK Blend Fund A,A,Balanced Fund,WFAS,ADVISORY,ADVISORY,MASTERS,SEP,197514045.7,227,Y,Y,Y,FSINV1KDAD,BlackRock,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-02-28,JPMORGAN Growth Fund INV,INV,International Equity Fund,WBS,BROKERAGE,BROKERAGE,ASSET ADVISOR,SIM,498967931.77,139,Y,Y,Y,FSINVVT0VG,JPMorgan,US Fund Large Growth,US Fund Large Growth
2025-04-30,FIRST EAGLE Blend Fund INST,INST,Bond Fund,FINET,ADVISORY,ADVISORY,BROKERAGE,NON-RETIREMENT,218759779.69,92,Y,N,Y,FSCAP4FGYV,First Eagle,US Fund Small Blend,US Fund Small Blend
2025-03-31,NUVEEN Growth Fund S,S,Balanced Fund,PCG,BROKERAGE,BROKERAGE,PIM,NON-RETIREMENT,476517522.12,191,N,Y,Y,FSCAPUT3V8,Nuveen,US Fund Small Growth,US Fund Small Growth
2025-08-31,LORD ABBETT Blend Fund INST,INST,Equity Fund,WFAS,BROKERAGE,BROKERAGE,FC/QC,NON-RETIREMENT,167538946.17,222,Y,Y,Y,FSINVDZ4HR,Lord Abbett,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-07-31,INVESCO Blend Fund A,A,Bond Fund,PCG,BROKERAGE,BROKERAGE,PIM,QP,100092830.07,390,Y,Y,Y,FSINVZILDX,Invesco,US Fund Large Blend,US Fund Large Blend
2026-02-28,VANGUARD Bond Fund A,A,Alternative Fund,PCG,BROKERAGE,BROKERAGE,FC/QC,QP,465355259.51,100,Y,Y,Y,FSC4693666,Vanguard,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-03-31,PIMCO Blend Fund A,A,Alternative Fund,WFAS,ADVISORY,ADVISORY,FC/QC,NON-RETIREMENT,386676617.91,395,Y,Y,N,FSCAPPXIH2,PIMCO,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-08-31,CAPITAL GROUP Growth Fund A,A,International Equity Fund,PCG,BROKERAGE,BROKERAGE,FUNDSOURCE,IRA,17720757.47,415,Y,Y,Y,FSINVHRONH,capital group,US Fund Large Growth,US Fund Large Growth
2025-01-31,DWS FUNDS Bond Fund A,A,Bond Fund,WBS,ADVISORY,ADVISORY,FUNDSOURCE,SEP,467806041.92,18,Y,Y,Y,FSUSA4DZT8,DWS,US Fund Multisector Bond,US Fund Multisector Bond
2025-04-30,NUVEEN Blend Fund A,A,Equity Fund,PCG,BROKERAGE,BROKERAGE,FUNDSOURCE,QP,140501333.59,205,Y,N,Y,FSUSAGQ1Y8,Nuveen,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2026-03-31,MFS Blend Fund A,A,Balanced Fund,WFAS,ADVISORY,ADVISORY,PERSONALIZED UMA,NON-RETIREMENT,219972088.17,304,Y,N,Y,FSCAPO8FAQ,MFS,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-08-31,FIRST EAGLE Growth Fund INST,INST,Money Market Fund,WBS,BROKERAGE,BROKERAGE,BROKERAGE,SIM,147931408.45,433,Y,Y,Y,FSUSAUK54B,First Eagle,US Fund Small Growth,US Fund Small Growth
2025-02-28,PIMCO Blend Fund A,A,International Equity Fund,FINET,ADVISORY,ADVISORY,FUNDSOURCE,SIM,310380992.38,81,Y,Y,Y,FSINVNDQ6K,PIMCO,US Fund Small Blend,US Fund Small Blend
2025-11-30,PIMCO Blend Fund A,A,International Equity Fund,PCG,BROKERAGE,BROKERAGE,FC/QC,QP,264683260.51,316,Y,N,Y,FSINVNDQ6K,PIMCO,US Fund Small Blend,US Fund Small Blend
2025-04-30,T ROWE PRICE Blend Fund A,A,Bond Fund,WBS,BROKERAGE,BROKERAGE,PERSONALIZED UMA,QP,455093697.35,240,Y,Y,Y,FSUSA99GZA,T. Rowe Price,US Fund Small Blend,US Fund Small Blend
2025-11-30,NUVEEN Growth Fund S,S,Equity Fund,FINET,ADVISORY,ADVISORY,FUNDSOURCE,NON-RETIREMENT,47346821.52,262,Y,Y,Y,FSCAPUT3V8,Nuveen,US Fund Small Growth,US Fund Small Growth
2026-01-31,BLACKROCK Bond Fund INST,INST,Alternative Fund,PCG,ADVISORY,ADVISORY,BROKERAGE,NON-RETIREMENT,165844320.63,203,Y,N,Y,FSCAPSG2R8,BlackRock,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-07-31,DWS FUNDS Bond Fund C,C,Money Market Fund,FINET,BROKERAGE,BROKERAGE,PERSONALIZED UMA,NON-RETIREMENT,495233972.55,254,Y,Y,Y,FSC8694117,DWS,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-10-31,FRANKLIN TEMPLETON Bond Fund INST,INST,Bond Fund,WBS,BROKERAGE,BROKERAGE,PIM,QP,44559008.5,375,Y,Y,Y,FSC7967512,Franklin Templeton,US Fund Short-Term Bond,US Fund Short-Term Bond
2026-02-28,PIMCO Blend Fund A,A,Equity Fund,PCG,ADVISORY,ADVISORY,PIM,SEP,283011462.85,206,Y,Y,Y,FSINVNDQ6K,PIMCO,US Fund Small Blend,US Fund Small Blend
2025-11-30,BLACKROCK Blend Fund INST,INST,International Equity Fund,PCG,BROKERAGE,BROKERAGE,MASTERS,QP,168441601.14,306,Y,Y,Y,FSUSA4B2GI,BlackRock,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2026-01-31,LORD ABBETT Bond Fund A,A,Money Market Fund,WBS,BROKERAGE,BROKERAGE,PIM,NON-RETIREMENT,37289483.48,30,Y,Y,Y,FSC2646842,Lord Abbett,US Fund High Yield Bond,US Fund High Yield Bond
